dilemmas_tables	3
generate	key	localised_description	localised_title	ui_icon	ui_image	prioritized	event_category
false	shield_ally_region_vik_reg_hagustaldes	Our ally has a rightful claim to the region of Hagustaldes, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Hagustaldes	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_haverfordia	Our ally has a rightful claim to the region of Haverfordia, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Haverfordia	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_hereford	Our ally has a rightful claim to the region of Hereford, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Hereford	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_herutford	Our ally has a rightful claim to the region of Herutford, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Herutford	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_heslerton	Our ally has a rightful claim to the region of Heslerton, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Heslerton	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_hlymrekr	Our ally has a rightful claim to the region of Hlymrekr, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Hlymrekr	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_hripum	Our ally has a rightful claim to the region of Hripum, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Hripum	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_huntandun	Our ally has a rightful claim to the region of Huntandun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Huntandun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_hwitan_aerne	Our ally has a rightful claim to the region of Hwitan Aerne, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Hwitan Aerne	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_imblech_ibair	Our ally has a rightful claim to the region of Imblech Ibair, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Imblech Ibair	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_inber_nise	Our ally has a rightful claim to the region of Inber Nise, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Inber Nise	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_inis_cathaigh	Our ally has a rightful claim to the region of Inis Cathaigh, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Inis Cathaigh	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_inis_faithlenn	Our ally has a rightful claim to the region of Inis Faithlenn, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Inis Faithlenn	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_inis_patraic	Our ally has a rightful claim to the region of Inis Pátraic, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Inis Pátraic	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ioua	Our ally has a rightful claim to the region of Ioua, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ioua	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_laewe	Our ally has a rightful claim to the region of Laewe, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Laewe	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lann_afan	Our ally has a rightful claim to the region of Lann Afan, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lann Afan	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lann_cors	Our ally has a rightful claim to the region of Lann Cors, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lann Cors	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lann_dewi	Our ally has a rightful claim to the region of Lann Dewi, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lann Dewi	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lann_idloes	Our ally has a rightful claim to the region of Lann Idloes, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lann Idloes	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lann_ildut	Our ally has a rightful claim to the region of Lann Ildut, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lann Ildut	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lann_padarn	Our ally has a rightful claim to the region of Lann Padarn, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lann Padarn	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_latharn	Our ally has a rightful claim to the region of Latharn, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Latharn	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_latharna	Our ally has a rightful claim to the region of Latharna, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Latharna	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_licetfelda	Our ally has a rightful claim to the region of Licetfelda, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Licetfelda	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ligeraceaster	Our ally has a rightful claim to the region of Ligeraceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ligeraceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lindcylne	Our ally has a rightful claim to the region of Lindcylne, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lindcylne	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_linns	Our ally has a rightful claim to the region of Linns, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Linns	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lis_mor	Our ally has a rightful claim to the region of Lis Mór, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lis Mór	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_liwtune	Our ally has a rightful claim to the region of Liwtune, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Liwtune	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_loch_gabhair	Our ally has a rightful claim to the region of Loch Gabhair, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Loch Gabhair	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_loch_raich	Our ally has a rightful claim to the region of Loch Raich, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Loch Raich	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_loidis	Our ally has a rightful claim to the region of Loidis, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Loidis	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lonceaster	Our ally has a rightful claim to the region of Lonceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lonceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lude	Our ally has a rightful claim to the region of Lude, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lude	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_lunden	Our ally has a rightful claim to the region of Lunden, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Lunden	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_maeldune	Our ally has a rightful claim to the region of Maeldune, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Maeldune	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_mailros	Our ally has a rightful claim to the region of Mailros, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Mailros	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_mameceaster	Our ally has a rightful claim to the region of Mameceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Mameceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_mathrafal	Our ally has a rightful claim to the region of Mathrafal, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Mathrafal	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_menevia	Our ally has a rightful claim to the region of Menevia, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Menevia	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_middeherst	Our ally has a rightful claim to the region of Middeherst, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Middeherst	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_moige_bile	Our ally has a rightful claim to the region of Moige Bile, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Moige Bile	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_na_seciri	Our ally has a rightful claim to the region of Na Sceiri, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Na Sceiri	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_nas	Our ally has a rightful claim to the region of Nás, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Nás	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_nedd	Our ally has a rightful claim to the region of Nedd, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Nedd	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_northhamtun	Our ally has a rightful claim to the region of Northhamtun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Northhamtun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_northwic	Our ally has a rightful claim to the region of Northwic, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Northwic	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_oswaldestroe	Our ally has a rightful claim to the region of Oswaldestroe, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Oswaldestroe	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_otergimele	Our ally has a rightful claim to the region of Otergimele, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Otergimele	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_oxnaforda	Our ally has a rightful claim to the region of Oxnaforda, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Oxnaforda	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_pefenesea	Our ally has a rightful claim to the region of Pefenesea, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Pefenesea	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_poclintun	Our ally has a rightful claim to the region of Poclintun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Poclintun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_porteceaster	Our ally has a rightful claim to the region of Porteceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Porteceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rath_cruachan	Our ally has a rightful claim to the region of Ráth Cruachan, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ráth Cruachan	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rath_luraig	Our ally has a rightful claim to the region of Ráth Luraig, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ráth Luraig	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rendlesham	Our ally has a rightful claim to the region of Rendlaesham, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Rendlaesham	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rinnin	Our ally has a rightful claim to the region of Rinnin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Rinnin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rocheberie	Our ally has a rightful claim to the region of Rocheberie, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Rocheberie	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rofeceaster	Our ally has a rightful claim to the region of Rofeceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Rofeceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ros	Our ally has a rightful claim to the region of Ros, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ros	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ros_ailithir	Our ally has a rightful claim to the region of Ros Ailithir, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ros Ailithir	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ros_cuissine	Our ally has a rightful claim to the region of Ros Cuissine, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ros Cuissine	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ros_maircind	Our ally has a rightful claim to the region of Ros Maircind, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ros Maircind	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rucestr	Our ally has a rightful claim to the region of Rucestr, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Rucestr	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_rudglann	Our ally has a rightful claim to the region of Rudglann, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Rudglann	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_saigher	Our ally has a rightful claim to the region of Saigher, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Saigher	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sancte_albanes	Our ally has a rightful claim to the region of Sancte Albanes, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sancte Albanes	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sancte_eadmundes	Our ally has a rightful claim to the region of Sancte Eadmundes, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sancte Eadmundes	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sancte_germanes	Our ally has a rightful claim to the region of Sancte Germanes, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sancte Germanes	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sancte_ye	Our ally has a rightful claim to the region of Sancte Ye, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sancte Ye	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sceaftesburg	Our ally has a rightful claim to the region of Sceaftesburg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sceaftesburg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_scireburnan	Our ally has a rightful claim to the region of Scireburnan, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Scireburnan	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_scoan	Our ally has a rightful claim to the region of Scoan, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Scoan	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sconnin	Our ally has a rightful claim to the region of Sconnin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sconnin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_scrobbesburg	Our ally has a rightful claim to the region of Scrobbesburg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Scrobbesburg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_seolesigge	Our ally has a rightful claim to the region of Seolesigge, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Seolesigge	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_snotingaham	Our ally has a rightful claim to the region of Snotingaham, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Snotingaham	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_sreth_belin	Our ally has a rightful claim to the region of Sreth Belin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Sreth Belin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_staefford	Our ally has a rightful claim to the region of Staefford, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Staefford	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_staeningum	Our ally has a rightful claim to the region of Staeningum, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Staeningum	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_steanford	Our ally has a rightful claim to the region of Steanford, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Steanford	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_stoc	Our ally has a rightful claim to the region of Stoc, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Stoc	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_stornochway	Our ally has a rightful claim to the region of Stornochway, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Stornochway	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_stutfall	Our ally has a rightful claim to the region of Stutfall, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Stutfall	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_suthhamtun	Our ally has a rightful claim to the region of Suthhamtun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Suthhamtun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tamworthige	Our ally has a rightful claim to the region of Tamworthige, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tamworthige	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tanet	Our ally has a rightful claim to the region of Tanet, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tanet	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_terra_incognita	Our ally has a rightful claim to the region of Terra Incognita, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Terra Incognita	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_theodford	Our ally has a rightful claim to the region of Theodford, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Theodford	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_thursa	Our ally has a rightful claim to the region of Thursa, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Thursa	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tilaburg	Our ally has a rightful claim to the region of Tilaburg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tilaburg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tintagol	Our ally has a rightful claim to the region of Tintagol, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tintagol	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tor_in_duine	Our ally has a rightful claim to the region of Tor in Dúine, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tor in Dúine	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_torfness	Our ally has a rightful claim to the region of Torfness, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Torfness	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_totanes	Our ally has a rightful claim to the region of Totanaes, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Totanaes	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tuaim	Our ally has a rightful claim to the region of Tuaim, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tuaim	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tuam_greine	Our ally has a rightful claim to the region of Tuam Gréine, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tuam Gréine	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_tureceseig	Our ally has a rightful claim to the region of Tureceseig, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Tureceseig	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_vedrafjordr	Our ally has a rightful claim to the region of Vedrafjordr, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Vedrafjordr	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_veisafjordr	Our ally has a rightful claim to the region of Veisafjordr, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Veisafjordr	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_waecet	Our ally has a rightful claim to the region of Waecet, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Waecet	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_waerincwicum	Our ally has a rightful claim to the region of Waerincwicum, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Waerincwicum	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_werham	Our ally has a rightful claim to the region of Werham, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Werham	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_wigingamere	Our ally has a rightful claim to the region of Wigingamere, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Wigingamere	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_wigracestre	Our ally has a rightful claim to the region of Wigraceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Wigraceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_wiht	Our ally has a rightful claim to the region of Wiht, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Wiht	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_wiltun	Our ally has a rightful claim to the region of Wiltun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Wiltun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_wintanceaster	Our ally has a rightful claim to the region of Wintanceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Wintanceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_wyrcesuuyrthe	Our ally has a rightful claim to the region of Wyrcesuuyrthe, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Wyrcesuuyrthe	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_region_key	Our ally has a rightful claim to the region of RegionLocalisation, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim - RegionLocalisation	message_generic_news.png	vik_event_subject_arrives	true	Ybor
